feature name,raster name,raster group,band description,year,period,feature_area_ha,valid_pixel_area_ha,min,max,std,mean,p1,p5,p10,p25,p75,p90,p95,p99
IWT and Darwin innovation project,gpw_grassland_rf.savgol.bthr_c_30m_20050101_20051231_go_epsg.4326_v1,unknown,band_1,2005,01-01 -- 12-31,96800.3271,95964.00694,0,2,0.8809035,1.472717795,0,0,0,0,2,2,2,2
FLR - Amboseli,gpw_grassland_rf.savgol.bthr_c_30m_20050101_20051231_go_epsg.4326_v1,unknown,band_1,2005,01-01 -- 12-31,25138.82358,24453.17423,0,2,0.54143187,0.159539469,0,0,0,0,0,0,2,2
Siana Dispersal Area - More Space 4 Wildlife,gpw_grassland_rf.savgol.bthr_c_30m_20050101_20051231_go_epsg.4326_v1,unknown,band_1,2005,01-01 -- 12-31,64548.62886,64078.13422,0,2,0.979519233,0.847103639,0,0,0,0,2,2,2,2
OTTO - Support to Nasaru Conservancy,gpw_grassland_rf.savgol.bthr_c_30m_20050101_20051231_go_epsg.4326_v1,unknown,band_1,2005,01-01 -- 12-31,69697.25079,69570.44489,0,2,0.992629208,0.886375716,0,0,0,0,2,2,2,2
Land for Life,gpw_grassland_rf.savgol.bthr_c_30m_20050101_20051231_go_epsg.4326_v1,unknown,band_1,2005,01-01 -- 12-31,886805.3359,838901.7978,0,2,0.937407196,1.329730697,0,0,0,0,2,2,2,2
Pachyderm,gpw_grassland_rf.savgol.bthr_c_30m_20050101_20051231_go_epsg.4326_v1,unknown,band_1,2005,01-01 -- 12-31,807810.2672,784352.5145,0,2,0.698189205,0.607016432,0,0,0,0,1,2,2,2
MRC/MWCP,gpw_grassland_rf.savgol.bthr_c_30m_20050101_20051231_go_epsg.4326_v1,unknown,band_1,2005,01-01 -- 12-31,428082.6303,392445.3438,0,2,0.27982975,0.055681467,0,0,0,0,0,0,0,2
Harmony in Habitat (HIH) - Tsavo,gpw_grassland_rf.savgol.bthr_c_30m_20050101_20051231_go_epsg.4326_v1,unknown,band_1,2005,01-01 -- 12-31,660185.7824,656951.2601,0,2,0.815236647,1.293681187,0,0,0,1,2,2,2,2
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_grassland_rf.savgol.bthr_c_30m_20050101_20051231_go_epsg.4326_v1,unknown,band_1,2005,01-01 -- 12-31,308640.3885,307108.4195,0,2,0.959234085,1.282311557,0,0,0,0,2,2,2,2
Harmony in Habitat (HIH) - Mau,gpw_grassland_rf.savgol.bthr_c_30m_20050101_20051231_go_epsg.4326_v1,unknown,band_1,2005,01-01 -- 12-31,168550.7956,107679.7465,0,2,0.307966817,0.094657791,0,0,0,0,0,0,1,1
BMZ II (TZ),gpw_grassland_rf.savgol.bthr_c_30m_20050101_20051231_go_epsg.4326_v1,unknown,band_1,2005,01-01 -- 12-31,254278.8993,222091.1866,0,2,0.601378684,0.283890305,0,0,0,0,0,1,2,2
REDAA,gpw_grassland_rf.savgol.bthr_c_30m_20050101_20051231_go_epsg.4326_v1,unknown,band_1,2005,01-01 -- 12-31,99249.12992,98358.40677,0,2,0.308627505,1.951180928,0,2,2,2,2,2,2,2
IWT and Darwin innovation project,gpw_gpp.daily.grass_lue.model_m_30m_s_20130901_20131031_go_epsg.4326_v1,unknown,band_1,2013,09-01 -- 10-31,96800.3271,67968.34469,0,45,6.944203857,10.14763282,0,0,1,4,16,19,21,24
FLR - Amboseli,gpw_gpp.daily.grass_lue.model_m_30m_s_20130901_20131031_go_epsg.4326_v1,unknown,band_1,2013,09-01 -- 10-31,25138.82358,1434.037697,2,50,5.025130671,10.19075175,3,3,4,5,14,16,17,19
Siana Dispersal Area - More Space 4 Wildlife,gpw_gpp.daily.grass_lue.model_m_30m_s_20130901_20131031_go_epsg.4326_v1,unknown,band_1,2013,09-01 -- 10-31,64548.62886,30154.67849,11,70,9.607694122,31.00232845,15,17,19,23,38,45,48,54
OTTO - Support to Nasaru Conservancy,gpw_gpp.daily.grass_lue.model_m_30m_s_20130901_20131031_go_epsg.4326_v1,unknown,band_1,2013,09-01 -- 10-31,69697.25079,31556.68623,1,32,5.044947652,9.356898559,2,3,4,6,12,18,20,23
Land for Life,gpw_gpp.daily.grass_lue.model_m_30m_s_20130901_20131031_go_epsg.4326_v1,unknown,band_1,2013,09-01 -- 10-31,886805.3359,556202.8117,0,80,10.23071762,16.19287606,0,0,2,8,23,30,34,42
Pachyderm,gpw_gpp.daily.grass_lue.model_m_30m_s_20130901_20131031_go_epsg.4326_v1,unknown,band_1,2013,09-01 -- 10-31,807810.2672,329105.4173,0,104,10.67392065,20.99424824,6,9,11,15,23,37,45,58
MRC/MWCP,gpw_gpp.daily.grass_lue.model_m_30m_s_20130901_20131031_go_epsg.4326_v1,unknown,band_1,2013,09-01 -- 10-31,428082.6303,21020.5537,7,88,9.801777249,33.41948819,18,21,23,27,38,46,52,68
Harmony in Habitat (HIH) - Tsavo,gpw_gpp.daily.grass_lue.model_m_30m_s_20130901_20131031_go_epsg.4326_v1,unknown,band_1,2013,09-01 -- 10-31,660185.7824,533845.6572,0,76,6.78797428,18.47096805,8,10,11,14,22,28,31,40
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_gpp.daily.grass_lue.model_m_30m_s_20130901_20131031_go_epsg.4326_v1,unknown,band_1,2013,09-01 -- 10-31,308640.3885,202582.625,0,53,5.833190185,10.87437542,1,3,4,6,14,19,21,28
Harmony in Habitat (HIH) - Mau,gpw_gpp.daily.grass_lue.model_m_30m_s_20130901_20131031_go_epsg.4326_v1,unknown,band_1,2013,09-01 -- 10-31,168550.7956,8083.069849,18,104,10.29773551,74.79739041,40,56,62,70,82,86,89,93
BMZ II (TZ),gpw_gpp.daily.grass_lue.model_m_30m_s_20130901_20131031_go_epsg.4326_v1,unknown,band_1,2013,09-01 -- 10-31,254278.8993,46271.48316,0,119,13.8916014,29.16291157,12,14,16,19,35,50,59,71
REDAA,gpw_gpp.daily.grass_lue.model_m_30m_s_20130901_20131031_go_epsg.4326_v1,unknown,band_1,2013,09-01 -- 10-31,99249.12992,95504.67113,0,33,3.712015636,8.115804472,2,3,4,5,10,13,15,18
IWT and Darwin innovation project,gpw_gpp.daily.grass_lue.model_m_30m_s_20000701_20000831_go_epsg.4326_v1,unknown,band_1,2000,07-01 -- 08-31,96800.3271,67241.33532,0,54,5.51672377,12.78487882,3,5,6,8,17,21,22,25
FLR - Amboseli,gpw_gpp.daily.grass_lue.model_m_30m_s_20000701_20000831_go_epsg.4326_v1,unknown,band_1,2000,07-01 -- 08-31,25138.82358,1166.79325,7,34,4.08902775,15.27006915,9,10,11,12,18,21,23,26
Siana Dispersal Area - More Space 4 Wildlife,gpw_gpp.daily.grass_lue.model_m_30m_s_20000701_20000831_go_epsg.4326_v1,unknown,band_1,2000,07-01 -- 08-31,64548.62886,27830.62738,16,70,8.061378326,34.28090891,21,23,25,28,40,46,49,56
OTTO - Support to Nasaru Conservancy,gpw_gpp.daily.grass_lue.model_m_30m_s_20000701_20000831_go_epsg.4326_v1,unknown,band_1,2000,07-01 -- 08-31,69697.25079,28419.82066,5,35,2.514283585,16.43764674,12,13,13,15,18,20,21,24
Land for Life,gpw_gpp.daily.grass_lue.model_m_30m_s_20000701_20000831_go_epsg.4326_v1,unknown,band_1,2000,07-01 -- 08-31,886805.3359,541362.5385,0,84,9.394328239,16.84495621,3,4,5,9,23,30,34,40
Pachyderm,gpw_gpp.daily.grass_lue.model_m_30m_s_20000701_20000831_go_epsg.4326_v1,unknown,band_1,2000,07-01 -- 08-31,807810.2672,379305.1105,0,92,10.72716278,25.57595711,14,16,17,19,27,42,52,61
MRC/MWCP,gpw_gpp.daily.grass_lue.model_m_30m_s_20000701_20000831_go_epsg.4326_v1,unknown,band_1,2000,07-01 -- 08-31,428082.6303,16116.02699,15,95,9.780115652,38.45355684,20,23,26,32,44,50,54,70
Harmony in Habitat (HIH) - Tsavo,gpw_gpp.daily.grass_lue.model_m_30m_s_20000701_20000831_go_epsg.4326_v1,unknown,band_1,2000,07-01 -- 08-31,660185.7824,516380.4992,0,76,6.696981328,26.39844989,14,17,18,22,30,35,39,46
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_gpp.daily.grass_lue.model_m_30m_s_20000701_20000831_go_epsg.4326_v1,unknown,band_1,2000,07-01 -- 08-31,308640.3885,201605.0568,0,47,4.688827112,14.67943679,6,8,9,11,18,21,22,27
Harmony in Habitat (HIH) - Mau,gpw_gpp.daily.grass_lue.model_m_30m_s_20000701_20000831_go_epsg.4326_v1,unknown,band_1,2000,07-01 -- 08-31,168550.7956,9061.971041,18,98,10.2888736,69.35399282,38,50,56,64,76,81,84,89
BMZ II (TZ),gpw_gpp.daily.grass_lue.model_m_30m_s_20000701_20000831_go_epsg.4326_v1,unknown,band_1,2000,07-01 -- 08-31,254278.8993,56943.89464,0,86,12.66788215,33.21309157,16,19,21,25,38,55,62,69
REDAA,gpw_gpp.daily.grass_lue.model_m_30m_s_20000701_20000831_go_epsg.4326_v1,unknown,band_1,2000,07-01 -- 08-31,99249.12992,95948.34138,0,49,4.267824705,13.82044754,7,9,10,11,16,20,22,28
IWT and Darwin innovation project,gpw_gpp.daily.grass_lue.model_m_30m_s_20160301_20160430_go_epsg.4326_v1,unknown,band_1,2016,03-01 -- 04-30,96800.3271,65187.86621,0,94,12.36736684,18.47250828,2,4,6,8,26,37,43,54
FLR - Amboseli,gpw_gpp.daily.grass_lue.model_m_30m_s_20160301_20160430_go_epsg.4326_v1,unknown,band_1,2016,03-01 -- 04-30,25138.82358,1617.912326,1,89,13.83293401,19.17448708,4,5,6,8,32,41,44,48
Siana Dispersal Area - More Space 4 Wildlife,gpw_gpp.daily.grass_lue.model_m_30m_s_20160301_20160430_go_epsg.4326_v1,unknown,band_1,2016,03-01 -- 04-30,64548.62886,30025.32528,6,75,8.652325182,35.29028441,21,24,25,29,41,48,52,59
OTTO - Support to Nasaru Conservancy,gpw_gpp.daily.grass_lue.model_m_30m_s_20160301_20160430_go_epsg.4326_v1,unknown,band_1,2016,03-01 -- 04-30,69697.25079,30911.8784,0,53,4.770950548,11.94794811,4,5,6,8,15,18,21,25
Land for Life,gpw_gpp.daily.grass_lue.model_m_30m_s_20160301_20160430_go_epsg.4326_v1,unknown,band_1,2016,03-01 -- 04-30,886805.3359,572908.6705,0,104,14.82571847,22.31150376,1,3,5,11,31,42,50,67
Pachyderm,gpw_gpp.daily.grass_lue.model_m_30m_s_20160301_20160430_go_epsg.4326_v1,unknown,band_1,2016,03-01 -- 04-30,807810.2672,331201.0315,0,97,11.17870066,28.4223717,7,13,16,21,34,41,47,67
MRC/MWCP,gpw_gpp.daily.grass_lue.model_m_30m_s_20160301_20160430_go_epsg.4326_v1,unknown,band_1,2016,03-01 -- 04-30,428082.6303,17371.20809,0,89,11.57969052,47.05519943,20,28,32,39,55,62,66,73
Harmony in Habitat (HIH) - Tsavo,gpw_gpp.daily.grass_lue.model_m_30m_s_20160301_20160430_go_epsg.4326_v1,unknown,band_1,2016,03-01 -- 04-30,660185.7824,539396.5947,0,90,7.8978153,23.38815674,9,12,14,18,28,34,38,45
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_gpp.daily.grass_lue.model_m_30m_s_20160301_20160430_go_epsg.4326_v1,unknown,band_1,2016,03-01 -- 04-30,308640.3885,199552.0944,0,74,8.441579877,14.58345849,2,4,5,8,19,25,30,43
Harmony in Habitat (HIH) - Mau,gpw_gpp.daily.grass_lue.model_m_30m_s_20160301_20160430_go_epsg.4326_v1,unknown,band_1,2016,03-01 -- 04-30,168550.7956,8267.387905,22,103,11.5705084,73.91635805,41,54,59,67,82,88,91,95
BMZ II (TZ),gpw_gpp.daily.grass_lue.model_m_30m_s_20160301_20160430_go_epsg.4326_v1,unknown,band_1,2016,03-01 -- 04-30,254278.8993,41935.76081,0,103,19.16385993,37.9525413,0,9,14,23,53,65,71,81
REDAA,gpw_gpp.daily.grass_lue.model_m_30m_s_20160301_20160430_go_epsg.4326_v1,unknown,band_1,2016,03-01 -- 04-30,99249.12992,95060.53984,0,63,6.843517272,13.64833074,2,4,6,9,17,23,26,35
IWT and Darwin innovation project,gpw_gpp.grass_lue.model_m_30m_s_20150101_20151231_go_epsg.4326_v1,unknown,band_1,2015,01-01 -- 12-31,96800.3271,66077.62854,75,2825,339.1749843,736.4034518,149,219,289,452,1033,1179,1258,1384
FLR - Amboseli,gpw_gpp.grass_lue.model_m_30m_s_20150101_20151231_go_epsg.4326_v1,unknown,band_1,2015,01-01 -- 12-31,25138.82358,1597.012243,236,2512,281.6993653,774.4415897,361,416,449,523,1035,1151,1199,1296
Siana Dispersal Area - More Space 4 Wildlife,gpw_gpp.grass_lue.model_m_30m_s_20150101_20151231_go_epsg.4326_v1,unknown,band_1,2015,01-01 -- 12-31,64548.62886,30488.59741,295,2679,287.525233,1476.868674,933,1063,1125,1256,1674,1885,1992,2161
OTTO - Support to Nasaru Conservancy,gpw_gpp.grass_lue.model_m_30m_s_20150101_20151231_go_epsg.4326_v1,unknown,band_1,2015,01-01 -- 12-31,69697.25079,31220.13775,131,1482,150.5522411,604.3089937,317,378,416,489,710,802,859,975
Land for Life,gpw_gpp.grass_lue.model_m_30m_s_20150101_20151231_go_epsg.4326_v1,unknown,band_1,2015,01-01 -- 12-31,886805.3359,569440.8046,7,3332,443.2636652,768.122352,84,142,197,398,1051,1375,1573,1913
Pachyderm,gpw_gpp.grass_lue.model_m_30m_s_20150101_20151231_go_epsg.4326_v1,unknown,band_1,2015,01-01 -- 12-31,807810.2672,334796.6475,142,3186,339.6075984,937.1621516,314,413,509,734,1093,1345,1563,2014
MRC/MWCP,gpw_gpp.grass_lue.model_m_30m_s_20150101_20151231_go_epsg.4326_v1,unknown,band_1,2015,01-01 -- 12-31,428082.6303,18260.10886,219,3076,356.1588097,1619.220978,862,1098,1205,1378,1843,2122,2266,2497
Harmony in Habitat (HIH) - Tsavo,gpw_gpp.grass_lue.model_m_30m_s_20150101_20151231_go_epsg.4326_v1,unknown,band_1,2015,01-01 -- 12-31,660185.7824,538877.624,37,2588,199.8668364,882.2696962,512,588,637,731,1017,1146,1225,1390
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_gpp.grass_lue.model_m_30m_s_20150101_20151231_go_epsg.4326_v1,unknown,band_1,2015,01-01 -- 12-31,308640.3885,200524.6675,82,2047,190.3868017,539.4630219,210,265,306,391,667,797,874,1042
Harmony in Habitat (HIH) - Mau,gpw_gpp.grass_lue.model_m_30m_s_20150101_20151231_go_epsg.4326_v1,unknown,band_1,2015,01-01 -- 12-31,168550.7956,8363.931795,800,3415,272.1213831,2553.703316,1745,2075.2,2219,2395,2746,2882,2954,3089
BMZ II (TZ),gpw_gpp.grass_lue.model_m_30m_s_20150101_20151231_go_epsg.4326_v1,unknown,band_1,2015,01-01 -- 12-31,254278.8993,43087.93497,135,3069,435.398467,1226.253948,442,596,687,886,1517,1863,2027,2231
REDAA,gpw_gpp.grass_lue.model_m_30m_s_20150101_20151231_go_epsg.4326_v1,unknown,band_1,2015,01-01 -- 12-31,99249.12992,95249.56457,65,1497,172.3130894,520.1351507,221,282,321,393.25,624,765,842,994
IWT and Darwin innovation project,gpw_gpp.daily.grass_lue.model_m_30m_s_20200101_20200228_go_epsg.4326_v1,unknown,band_1,2020,01-01 -- 02-28,96800.3271,68914.20224,0,85,16.30901317,39.57000115,2,5,14,30,51,58,62,69
FLR - Amboseli,gpw_gpp.daily.grass_lue.model_m_30m_s_20200101_20200228_go_epsg.4326_v1,unknown,band_1,2020,01-01 -- 02-28,25138.82358,1628.977076,11,80,11.47910571,46.30014151,19,25,30,38,55,60,62,67
Siana Dispersal Area - More Space 4 Wildlife,gpw_gpp.daily.grass_lue.model_m_30m_s_20200101_20200228_go_epsg.4326_v1,unknown,band_1,2020,01-01 -- 02-28,64548.62886,26881.78083,0,89,9.117519871,50.82722545,30,36,39,44,57,63,66,72
OTTO - Support to Nasaru Conservancy,gpw_gpp.daily.grass_lue.model_m_30m_s_20200101_20200228_go_epsg.4326_v1,unknown,band_1,2020,01-01 -- 02-28,69697.25079,29543.00703,0,78,12.7361125,43.71284975,14,21,26,35,53,60,63,68
Land for Life,gpw_gpp.daily.grass_lue.model_m_30m_s_20200101_20200228_go_epsg.4326_v1,unknown,band_1,2020,01-01 -- 02-28,886805.3359,559327.7271,0,93,17.4862267,41.47860897,0,10,16,29,55,63,67,74
Pachyderm,gpw_gpp.daily.grass_lue.model_m_30m_s_20200101_20200228_go_epsg.4326_v1,unknown,band_1,2020,01-01 -- 02-28,807810.2672,259234.5517,0,101,18.84410055,45.60613843,6,11,16,32,60,67,70,79
MRC/MWCP,gpw_gpp.daily.grass_lue.model_m_30m_s_20200101_20200228_go_epsg.4326_v1,unknown,band_1,2020,01-01 -- 02-28,428082.6303,14550.62652,0,91,14.85608279,43.92337695,2,18,25,35,55,62,66,74
Harmony in Habitat (HIH) - Tsavo,gpw_gpp.daily.grass_lue.model_m_30m_s_20200101_20200228_go_epsg.4326_v1,unknown,band_1,2020,01-01 -- 02-28,660185.7824,519783.9372,0,91,11.06483558,46.01738852,20,27,31,38,54,60,63,69
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_gpp.daily.grass_lue.model_m_30m_s_20200101_20200228_go_epsg.4326_v1,unknown,band_1,2020,01-01 -- 02-28,308640.3885,198365.3492,0,84,14.97013927,33.14444803,0,8,14,23,43,53,58,67
Harmony in Habitat (HIH) - Mau,gpw_gpp.daily.grass_lue.model_m_30m_s_20200101_20200228_go_epsg.4326_v1,unknown,band_1,2020,01-01 -- 02-28,168550.7956,8926.348031,10,101,10.24021696,77.30828364,41,59,65,73,84,88,91,94
BMZ II (TZ),gpw_gpp.daily.grass_lue.model_m_30m_s_20200101_20200228_go_epsg.4326_v1,unknown,band_1,2020,01-01 -- 02-28,254278.8993,40055.88558,0,96,23.79375959,38.33346497,0,0,2,19,57,72,77,83
REDAA,gpw_gpp.daily.grass_lue.model_m_30m_s_20200101_20200228_go_epsg.4326_v1,unknown,band_1,2020,01-01 -- 02-28,99249.12992,94240.97161,0,80,14.11914907,22.00662879,0,4,6,11,31,42,49,60
IWT and Darwin innovation project,gpw_gpp.daily.grass_lue.model_m_30m_s_20051101_20051231_go_epsg.4326_v1,unknown,band_1,2005,11-01 -- 12-31,96800.3271,71109.21573,1,93,9.111475291,17.74435641,4,6,7,10,24,30,34,40
FLR - Amboseli,gpw_gpp.daily.grass_lue.model_m_30m_s_20051101_20051231_go_epsg.4326_v1,unknown,band_1,2005,11-01 -- 12-31,25138.82358,1697.824409,3,88,8.023583075,19.03575308,6,8,9,12,25,28,31,36
Siana Dispersal Area - More Space 4 Wildlife,gpw_gpp.daily.grass_lue.model_m_30m_s_20051101_20051231_go_epsg.4326_v1,unknown,band_1,2005,11-01 -- 12-31,64548.62886,28664.73255,11,53,5.757333432,24.68356084,16,17,18,20,28,33,36,41
OTTO - Support to Nasaru Conservancy,gpw_gpp.daily.grass_lue.model_m_30m_s_20051101_20051231_go_epsg.4326_v1,unknown,band_1,2005,11-01 -- 12-31,69697.25079,30481.23778,0,52,6.931089985,16.70964349,6,7,9,11,21,26,29,36
Land for Life,gpw_gpp.daily.grass_lue.model_m_30m_s_20051101_20051231_go_epsg.4326_v1,unknown,band_1,2005,11-01 -- 12-31,886805.3359,563036.9882,0,106,10.66474009,13.46387481,0,0,0,4,19,27,33,46
Pachyderm,gpw_gpp.daily.grass_lue.model_m_30m_s_20051101_20051231_go_epsg.4326_v1,unknown,band_1,2005,11-01 -- 12-31,807810.2672,378587.4449,0,103,16.81904498,27.84651656,3,6,8,14,39,52,58,74
MRC/MWCP,gpw_gpp.daily.grass_lue.model_m_30m_s_20051101_20051231_go_epsg.4326_v1,unknown,band_1,2005,11-01 -- 12-31,428082.6303,11735.81254,6,92,13.74287823,39.07296424,14,18,22,29,49,58,64,72
Harmony in Habitat (HIH) - Tsavo,gpw_gpp.daily.grass_lue.model_m_30m_s_20051101_20051231_go_epsg.4326_v1,unknown,band_1,2005,11-01 -- 12-31,660185.7824,510888.9735,0,92,9.687234858,26.49475195,9,12,15,19,33,39,44,53
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_gpp.daily.grass_lue.model_m_30m_s_20051101_20051231_go_epsg.4326_v1,unknown,band_1,2005,11-01 -- 12-31,308640.3885,198729.6799,0,88,8.197085776,14.9827018,4,7,8,10,17,24,33,47
Harmony in Habitat (HIH) - Mau,gpw_gpp.daily.grass_lue.model_m_30m_s_20051101_20051231_go_epsg.4326_v1,unknown,band_1,2005,11-01 -- 12-31,168550.7956,9306.830962,26,113,13.05381656,69.58388851,37,46,51,60,80,85,87,92
BMZ II (TZ),gpw_gpp.daily.grass_lue.model_m_30m_s_20051101_20051231_go_epsg.4326_v1,unknown,band_1,2005,11-01 -- 12-31,254278.8993,45376.8493,0,121,14.37237917,31.30906063,8,11,14,20,41,51,57,71
REDAA,gpw_gpp.daily.grass_lue.model_m_30m_s_20051101_20051231_go_epsg.4326_v1,unknown,band_1,2005,11-01 -- 12-31,99249.12992,95850.29441,0,50,5.221402031,12.04230759,5,6,7,9,14,19,24,30
IWT and Darwin innovation project,gpw_gpp.daily.grass_lue.model_m_30m_s_20090101_20090228_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 02-28,96800.3271,70370.67994,0,93,6.067823562,10.86200431,1,4,5,6,15,19,22,27
FLR - Amboseli,gpw_gpp.daily.grass_lue.model_m_30m_s_20090101_20090228_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 02-28,25138.82358,1578.340478,6,97,7.414251969,15.40402123,8,9,10,11,18,23,25,29
Siana Dispersal Area - More Space 4 Wildlife,gpw_gpp.daily.grass_lue.model_m_30m_s_20090101_20090228_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 02-28,64548.62886,30255.11564,17,69,8.32395874,36.87815572,24,26,27,30,43,49,52,57
OTTO - Support to Nasaru Conservancy,gpw_gpp.daily.grass_lue.model_m_30m_s_20090101_20090228_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 02-28,69697.25079,31899.38453,3,41,5.225191654,14.1729644,5,6,8,10,18,21,23,27
Land for Life,gpw_gpp.daily.grass_lue.model_m_30m_s_20090101_20090228_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 02-28,886805.3359,568591.6161,0,107,11.77530759,15.17560744,0,0,1,6,22,31,37,50
Pachyderm,gpw_gpp.daily.grass_lue.model_m_30m_s_20090101_20090228_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 02-28,807810.2672,339090.2901,0,104,15.50896297,27.93490379,3,6,9,16,37,47,54,79
MRC/MWCP,gpw_gpp.daily.grass_lue.model_m_30m_s_20090101_20090228_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 02-28,428082.6303,14789.4816,5,90,11.66496513,39.7387868,17,22,25,32,47,55,61,70
Harmony in Habitat (HIH) - Tsavo,gpw_gpp.daily.grass_lue.model_m_30m_s_20090101_20090228_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 02-28,660185.7824,525464.4447,1,91,7.942348972,21.00205402,8,10,12,15,25,32,36,44
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_gpp.daily.grass_lue.model_m_30m_s_20090101_20090228_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 02-28,308640.3885,200478.2521,0,84,4.799247766,9.329628059,2,3,4,6,12,15,18,25
Harmony in Habitat (HIH) - Mau,gpw_gpp.daily.grass_lue.model_m_30m_s_20090101_20090228_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 02-28,168550.7956,7115.784695,23,105,11.97806538,63.15179459,35,43,48,55,71,78,83,91
BMZ II (TZ),gpw_gpp.daily.grass_lue.model_m_30m_s_20090101_20090228_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 02-28,254278.8993,45808.07956,0,111,15.91788129,34.61316396,5,10,15,23,46,57,62,72
REDAA,gpw_gpp.daily.grass_lue.model_m_30m_s_20090101_20090228_go_epsg.4326_v1,unknown,band_1,2009,01-01 -- 02-28,99249.12992,95208.68605,1,31,3.350991725,8.753794403,3,5,5,6,10,13,15,19
IWT and Darwin innovation project,gpw_cultiv.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,96800.3271,95964.00694,0,42,4.509104142,18.52849854,8,12,13,16,21,24,26,32
FLR - Amboseli,gpw_cultiv.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,25138.82358,24453.17423,0,41,3.85283325,20.19459152,6,14,16,18,23,24,25,27
Siana Dispersal Area - More Space 4 Wildlife,gpw_cultiv.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,64548.62886,64078.13422,0,45,5.10177454,18.38974794,3,9,12,16,22,24,26,29
OTTO - Support to Nasaru Conservancy,gpw_cultiv.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,69697.25079,69570.44489,1,39,4.291201,17.68627715,9,11,13,15,20,23,25,30
Land for Life,gpw_cultiv.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,886805.3359,838901.7978,0,58,6.995985204,17.0234336,4,7,8,12,22,26,29,34
Pachyderm,gpw_cultiv.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,807810.2672,784352.5145,0,68,8.952160672,29.72628198,6,15,19,24,35,41,45,52
MRC/MWCP,gpw_cultiv.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,428082.6303,392445.3438,0,51,5.705463395,21.26796495,6,11,14,18,25,28,30,35
Harmony in Habitat (HIH) - Tsavo,gpw_cultiv.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,660185.7824,656951.2601,0,73,8.949544205,34.38797615,14,20,23,28,41,46,49,53
"BMZ II (Olgulului GR, Kimana GR, Kimana - Nolturesh",gpw_cultiv.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,308640.3885,307108.4195,0,42,5.007646955,17.37351228,6,9,11,14,21,24,25,29
Harmony in Habitat (HIH) - Mau,gpw_cultiv.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,168550.7956,107679.7465,0,69,11.43239152,14.06636576,0,0,1,4,22,30,35,45
BMZ II (TZ),gpw_cultiv.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,254278.8993,222091.1866,0,65,10.29495246,21.41124121,2,6,9,14,29,36,39,46
REDAA,gpw_cultiv.grassland_rf.savgol_p_30m_20010101_20011231_go_epsg.4326_v1,unknown,band_1,2001,01-01 -- 12-31,99249.12992,98358.40677,2,42,4.808517875,19.04696993,10,12,13,15,22,25,27,31
IWT and Darwin innovation project,gpw_livestock.systems_grassland.cropland.rules_c_1km_20080101_20081231_go_epsg.4326_v1,unknown,band_1,2008,01-01 -- 12-31,96800.3271,88601.47967,1,4,0.977574455,1.390763766,1,1,1,1,1,4,4,4
FLR - Amboseli,gpw_livestock.systems_grassland.cropland.rules_c_1km_20080101_20081231_go_epsg.4326_v1,unknown,band_1,2008,01-01 -- 12-31,25138.82358,18647.81505,1,4,1.299591758,3.202531646,1,1,1,1,4,4,4,4
